date,company,symbol,open,high,low,close,rsi,macd,macd_signal,macd_histogram,ema_20,ema_50,ema_200,atr,atr_pct,volume_ratio,trend_score,price_vs_ema20,nifty_trend,banknifty_trend,sensex_trend,sentiment_score,impact_score,relevance_score,news_count,dominant_event,trigger_count,target
2022-04-04,adani,ADANIENT.NS,2045.43,2070.88,2027.47,2061.25,76.36,85.8877,56.2257,29.662,1861.05,1780.2,1559.6,57.08,2.7694,0.8426,5,200.2,Bullish,Bullish,Bullish,0.56,0.63,0.665,0,None,0,0
2022-04-05,adani,ADANIENT.NS,2073.37,2184.92,2063,2135.08,79.77,96.6954,64.3197,32.3757,1887.15,1794.12,1565.33,61.84,2.8964,2.8296,5,247.93,Bullish,Bullish,Bullish,0.28,0.315,0.3325,0,None,0,0
2022-04-06,adani,ADANIENT.NS,2148.95,2177.99,2119.47,2155.19,80.59,105.6648,72.5887,33.0761,1912.68,1808.28,1571.2,61.6,2.8583,1.2553,5,242.51,Bullish,Bullish,Bullish,0.084,0.0945,0.0997,0,None,0,1
2022-04-07,adani,ADANIENT.NS,2161.13,2210.02,2076.61,2094.37,71.18,106.6367,79.3983,27.2384,1929.98,1819.5,1576.4,66.73,3.1862,1.8419,5,164.39,Bullish,Bullish,Bullish,0.0252,0.0284,0.0299,0,None,0,0
2022-04-10,adani,ADANIENT.NS,2110.29,2171.15,2100.56,2166.11,74.9,111.9057,85.8998,26.0059,1952.47,1833.09,1582.27,67.45,3.1138,1.0228,5,213.64,Bullish,Bullish,Bullish,0.9,0.8,0.9,10,Investment,0,0
2022-04-11,adani,ADANIENT.NS,2176.99,2195.1,2153.69,2175.34,75.34,115.4948,91.8188,23.676,1973.7,1846.51,1588.17,65.59,3.0151,0.853,5,201.65,Bullish,Bullish,Bullish,0.63,0.56,0.63,0,None,0,0
2022-04-12,adani,ADANIENT.NS,2183.13,2214.06,2150.2,2192.06,76.16,118.3239,97.1198,21.2041,1994.49,1860.06,1594.18,65.47,2.9865,1.3208,5,197.56,Neutral,Bullish,Neutral,0.8,0.9,0.95,10,Other,0,0
2022-04-17,adani,ADANIENT.NS,2205.08,2212.21,2168.61,2194.55,76.29,119.3909,101.574,17.8169,2013.55,1873.18,1600.15,63.9,2.9119,0.4992,5,181,Neutral,Bullish,Neutral,0.56,0.63,0.665,0,None,0,-1
2022-04-18,adani,ADANIENT.NS,2174.94,2235.01,2151.95,2228.87,78.01,121.6044,105.5801,16.0243,2034.05,1887.13,1606.41,65.27,2.9285,0.8685,5,194.82,Neutral,Neutral,Bearish,0.8,0.9,0.95,10,Other,0,0
2022-04-19,adani,ADANIENT.NS,2240,2249.98,2135.33,2163.47,67.87,116.7354,107.8112,8.9242,2046.38,1897.96,1611.95,68.8,3.18,0.8302,5,117.09,Bearish,Neutral,Bearish,0.56,0.63,0.665,0,None,0,1
2022-04-20,adani,ADANIENT.NS,2173.15,2203.03,2157.08,2179.09,68.91,112.8359,108.8161,4.0198,2059.02,1908.99,1617.59,67.17,3.0823,0.5662,5,120.07,Neutral,Neutral,Bearish,0.28,0.315,0.3325,0,None,0,0
2022-04-21,adani,ADANIENT.NS,2211.06,2288.44,2198.99,2281.26,74.68,116.6454,110.382,6.2634,2080.18,1923.59,1624.2,70.18,3.0764,1.0996,5,201.07,Neutral,Neutral,Neutral,0.084,0.0945,0.0997,0,None,0,0
2022-04-24,adani,ADANIENT.NS,2291.88,2300.86,2259.95,2268.24,72.83,117.262,111.758,5.504,2098.09,1937.1,1630.61,68.09,3.0019,0.8704,5,170.14,Neutral,Bearish,Neutral,0.8,0.9,0.95,10,Other,0,1
2022-04-25,adani,ADANIENT.NS,2254.92,2289.89,2237.61,2279.11,73.42,117.2764,112.8617,4.4147,2115.33,1950.52,1637.06,66.96,2.938,0.8076,5,163.78,Bearish,Bearish,Bearish,0.56,0.63,0.665,0,None,0,0
2022-04-26,adani,ADANIENT.NS,2291.88,2408.52,2289.99,2389.97,78.56,124.7942,115.2482,9.546,2141.49,1967.75,1644.55,71.42,2.9884,1.4701,5,248.48,Neutral,Neutral,Neutral,0.28,0.315,0.3325,0,None,0,0
