date,company,symbol,open,high,low,close,rsi,macd,macd_signal,macd_histogram,ema_20,ema_50,ema_200,atr,atr_pct,volume_ratio,trend_score,price_vs_ema20,nifty_trend,banknifty_trend,sensex_trend,sentiment_score,impact_score,relevance_score,news_count,dominant_event,trigger_count,target
2023-06-13,tata,TMPV.NS,557.66,560.95,550.83,552.26,71,18.2872,16.9347,1.3525,528.6,497.28,447.04,11.42,2.0671,1.042,5,23.65,Bullish,Bullish,Bullish,0.1,0.3,0.4,0,None,0,0
2023-06-14,tata,TMPV.NS,555.99,561.1,554.02,560.21,73.73,18.5863,17.265,1.3213,531.61,499.75,448.16,11.23,2.0049,1.0353,5,28.6,Bullish,Bullish,Bullish,0.03,0.09,0.12,0,None,0,0
2023-06-15,tata,TMPV.NS,561.69,564.83,557.71,558.4,72.06,18.4639,17.5048,0.9591,534.16,502.05,449.26,10.94,1.9589,1.0152,5,24.23,Bullish,Bearish,Bullish,0.009,0.027,0.036,0,None,0,0
2023-06-18,tata,TMPV.NS,559.57,562.08,556.04,559.72,72.55,18.2633,17.6565,0.6068,536.6,504.31,450.36,10.59,1.8917,0.743,5,23.12,Bullish,Neutral,Bullish,0.0027,0.0081,0.0108,0,None,0,1
2023-06-19,tata,TMPV.NS,560.56,563.06,554.22,556.04,68.95,17.6042,17.646,-0.0418,538.45,506.34,451.41,10.46,1.8818,0.5426,3,17.59,Bullish,Neutral,Bullish,0.0008,0.0024,0.0032,0,None,0,0
2023-06-20,tata,TMPV.NS,556.04,573.62,552.55,572.93,75.06,18.235,17.7638,0.4712,541.73,508.95,452.62,11.22,1.9586,1.5234,5,31.2,Bullish,Neutral,Bullish,0.0002,0.0007,0.001,0,None,0,-1
2023-06-21,tata,TMPV.NS,574.6,575.54,564.34,571.12,73.39,18.3764,17.8863,0.4901,544.53,511.39,453.8,11.22,1.9645,0.7661,5,26.58,Bullish,Neutral,Bullish,0.0001,0.0002,0.0003,0,None,0,0
2023-06-22,tata,TMPV.NS,573.67,574.36,558.15,559.28,63.47,17.3336,17.7758,-0.4422,545.94,513.27,454.85,11.58,2.0698,0.9418,3,13.34,Bullish,Neutral,Bullish,0,0.0001,0.0001,0,None,0,0
2023-06-25,tata,TMPV.NS,559.92,561.05,547.84,549.75,56.81,15.5589,17.3324,-1.7735,546.3,514.7,455.79,11.69,2.1269,0.7819,3,3.45,Neutral,Neutral,Neutral,0,0,0,0,None,0,0
2023-06-26,tata,TMPV.NS,550.1,558.94,547.93,557.81,60.58,14.6337,16.7927,-2.1589,547.4,516.39,456.81,11.64,2.0874,0.5825,3,10.41,Bullish,Neutral,Neutral,0,0,0,0,None,0,1
2023-06-27,tata,TMPV.NS,559.92,566.7,558.4,562.96,62.81,14.1535,16.2648,-2.1113,548.88,518.21,457.86,11.45,2.0333,0.7704,3,14.08,Bullish,Bullish,Bullish,0,0,0,0,None,0,0
2023-06-29,tata,TMPV.NS,568.76,579.56,565.32,576.27,67.87,14.6777,15.9474,-1.2697,551.49,520.49,459.04,11.81,2.0502,1.3456,3,24.79,Bullish,Bullish,Bullish,0,0,0,0,None,0,0
2023-07-02,tata,TMPV.NS,577.94,588.41,577.6,585.02,70.7,15.6186,15.8817,-0.263,554.68,523.02,460.3,11.84,2.0235,1.005,3,30.34,Bullish,Bullish,Bullish,0,0,0,0,None,0,0
2023-07-03,tata,TMPV.NS,589.39,591.65,579.56,580.35,67.3,15.8056,15.8664,-0.0608,557.13,525.27,461.49,11.86,2.0427,0.9,3,23.22,Bullish,Bullish,Bullish,0,0,0,0,None,0,0
